group,P
ACTBL2,0.00428518501482065
ACTC1,0.501845127224754
ACTG1,0.392552176440298
ACTG1P17,0.554480286727251
ACTG1P20,0.479681038851614
ACTG1P4,0.637042227065011
ACTG2,0.997994385998327
ACTL10,0.108108532334441
ACTL6A,0.167987990727761
ACTL6B,0.432211127823548
ACTL7A,0.818956276452913
ACTL7B,0.8534130083309
ACTL8,0.993713697384171
ACTL9,0.479450851942628
ACTN1,0.889213274814271
ACTN1-AS1,0.548619335760579
ACTN2,0.109100318691289
ACTN3,0.706181291976681
ACTN4,0.31399675566226
ACTR10,0.960111241613697
ACTR1A,0.137319026698595
ACTR1B,0.603104165041476
ACTR2,0.505304087835574
ACTR3,0.654775679607444
ACTR3-AS1,0.874533296908704
ACTR3B,0.670521866821018
ACTR3BP2,0.656017155752344
ACTR3BP5,0.433372975504651
ACTR3C,0.0234431450819525
ACTR5,0.0977560574963942
ACTR6,0.739858222542048
ACTR8,0.960550925248025
ACTRT1,0.466377807226972
ACTRT2,0.867705225407965
ACTRT3,0.502482314835012
ACVR1,0.4218860385957
ACVR1B,0.715281267682939
ACVR1C,0.274032825041268
ACVR2A,0.161442444078303
ACVR2B,0.62039446020952
ACVR2B-AS1,0.365623275298099
ACVRL1,0.762517157750963
ACY1,0.0370012127055647
ACY3,0.27191948561069
ACYP1,0.570091467082996
ACYP2,0.788039035317114
ADA,0.0711750564937448
ADA2,0.172341898569473
ADAD1,0.701060023916137
ADAD2,0.546447018265646
ADAL,0.235250915929058
ADAM10,0.371660244335463
ADAM11,0.266560375097994
ADAM12,0.445750675368386
ADAM15,0.246021642137506
ADAM17,0.513809739946509
ADAM19,0.275103404176153
ADAM2,0.936438677755704
ADAM20,0.511324231774925
ADAM20P1,0.311907973112591
ADAM21,0.471037438036565
ADAM21P1,0.171154796396097
ADAM22,0.653754750415726
ADAM23,0.702823589227054
ADAM28,0.900641097857719
ADAM29,0.88592385653551
ADAM30,0.335366498969094
ADAM33,0.239797681676929
ADAM3A,0.177977147120078
ADAM3B,0.57511520183141
ADAM5,0.000913024647180017
ADAM6,0.0263802597480565
ADAM7,0.986149559829005
ADAM8,0.0374639370102966
ADAM9,0.861544224250295
ADAMDEC1,0.548405491479622
ADAMTS1,0.408252944772725
ADAMTS10,0.678300696498349
ADAMTS12,0.778486687929289
ADAMTS14,0.195254983998501
ADAMTS15,0.246580114092821
ADAMTS16,0.925780399636907
ADAMTS17,0.0513830883567691
ADAMTS18,0.129567083857882
ADAMTS19,0.581391340827761
ADAMTS19-AS1,0.20911586171096
ADAMTS20,0.176088149401366
ADAMTS3,0.715748761511973
ADAMTS4,0.367615958290364
ADAMTS5,0.222904533063461
ADAMTS6,0.983469902296898
ADAMTS7,0.561027528280726
ADAMTS7P1,0.909996616676461
ADAMTS8,0.263167282681843
ADAMTS9,0.85324405127504
ADAMTS9-AS1,0.853808261069051
ADAMTS9-AS2,0.636081515652079
ADAMTSL1,0.879960779158934
ADAMTSL2,0.745043505360137
ADAMTSL3,0.65362262852222
ADAMTSL4,0.705111671857437
ADAMTSL4-AS1,0.815092386229834
ADAMTSL5,0.85560015218345
ADAP1,0.0736284444635072
ADAP2,0.911431704356455
ADAR,0.661454163833328
ADARB1,0.218771451550487
ADARB2,0.246522200093492
ADARB2-AS1,0.936380724312588
ADAT1,0.200434923749076
ADAT2,0.155962092064441
ADAT3,0.0919114126964076
ADCK1,0.233575212851825
ADCK2,0.059185906427116
ADCK5,0.239792166154404
ADCY1,0.496506099032764
ADCY10,0.228263036972564
ADCY10P1,0.619392782084499
ADCY2,0.558123438366983
ADCY3,0.0661007612259046
ADCY4,0.108474499243741
ADCY5,0.138960657561274
ADCY6,0.619351466146236
ADCY6-DT,0.181359986343347
ADCY7,0.210128770129391
ADCY8,0.628014393519984
ADCY9,0.0837339280656201
ADCYAP1,0.128472608110229
ADCYAP1R1,0.583482345304237
ADD1,0.644277533009843
ADD2,0.537939360614184
ADD3,0.142861766888172
ADD3-AS1,0.101990870977758
ADGB,0.38878914442074
ADGRA1,0.538712237931443
ADGRA1-AS1,0.889596646456213
ADGRA2,0.575988572797996
ADGRA3,0.170350212117773
ADGRB1,0.521395687449189
ADGRB2,0.383507663490368
ADGRB3,0.00858661418256383
ADGRD1,0.0941630913549626
ADGRD1-AS1,0.448657029561582
ADGRE1,0.4307650416788
ADGRE2,0.0447499278116284
ADGRE3,0.412041025562431
ADGRE4P,0.762801758389487
ADGRE5,0.673121243953854
ADGRF1,0.35951233800527
ADGRF2,0.199034571018565
ADGRF3,0.384657872038582
ADGRF4,0.69604434416397
ADGRF5,0.306181706704704
ADGRF5-AS1,0.736918374338793
ADGRG1,0.697590439565261
ADGRG2,0.908217227864145
ADGRG3,0.664433508636555
ADGRG4,0.0346088226766735
ADGRG5,0.665042623514852
ADGRG6,0.430606761612781
ADGRG7,0.885916046050921
ADGRL1,0.939131892407774
ADGRL2,0.317728156553263
ADGRL3,0.778029838799219
ADGRL3-AS1,0.754426055672169
ADGRL4,0.776144490870953
ADGRV1,0.206825480397075
ADH1A,0.436982390826727
ADH1B,0.330881910247341
ADH1C,0.297133504206492
ADH4,0.370816223688427
ADH5,0.443989853437896
ADH6,0.334422950473437
ADH7,0.87038168463047
ADHFE1,0.103233843581268
ADI1,0.727695313937344
ADIG,0.617251519908748
ADIPOQ,0.336591099528937
ADIPOQ-AS1,0.276058997042685
ADIPOR1,0.0777320646412422
ADIPOR2,0.491594124929875
ADIRF,0.587591416669692
ADK,0.0698597826426753
ADM,0.21071577142381
ADM2,0.395189440612582
ADM5,0.0461193633818704
ADNP,0.470461263803783
ADNP-AS1,0.547325014917858
ADNP2,0.63541246622084
ADO,0.626648024177177
ADORA1,0.397765815116877
ADORA2A,0.339675744088021
ADORA2A-AS1,0.310348587256411
ADORA2B,0.787289782783699
ADORA3,0.680953836649641
ADPGK,0.605716168452156
ADPGK-AS1,0.783108570613979
ADPRH,0.506955309491487
ADPRHL1,0.117305028377086
ADPRM,0.925702641617148
ADPRS,0.816202494998297
ADRA1A,0.157325156156854
ADRA1B,0.275027607058147
ADRA1D,0.404068140720518
ADRA2A,0.762014412231602
ADRA2B,0.490487299855474
ADRA2C,0.34870185813578
ADRB1,0.914757622654521
ADRB2,0.798952106610547
ADRB3,0.417270304605663
ADRM1,0.146758870241257
ADSL,0.561379364489418
ADSS1,0.187818189284945
ADSS2,0.521145724317843
ADTRP,0.590397106194707
AEBP1,0.392207497745682
AEBP2,0.975788753273013
AEN,0.464513176618619
AFAP1,0.860833660398153
AFAP1-AS1,0.80175356489779
AFAP1L1,0.827699623005022
AFAP1L2,0.813816934401438
AFDN,0.393685413340791
AFDN-DT,0.911597610592588
AFF1,0.768932502715604
AFF1-AS1,0.710739601889443
AFF2,0.0378729961340538
AFF3,0.829107114645297
AFF4,0.811354497724257
AFG1L,0.0978050488837583
AFG3L1P,0.464608889484413
AFG3L2,0.943296327620171
AFM,0.775898095808336
AFMID,0.404960324837123
AFP,0.0177547662711637
AFTPH,0.33900016133202
AGA,0.565701191316334
AGAP1,0.192551789917673
AGAP1-IT1,0.74199525833122
AGAP10P,0.95919362456023
AGAP11,0.903513291318315
AGAP12P,0.0666948710505592
AGAP2,0.733895260583867
AGAP2-AS1,0.927673665848999
AGAP3,0.333969735384201
AGAP4,0.476535633638526
AGAP5,0.699281865433979
AGAP6,0.325110985432715
AGAP7P,0.261264796847975
AGAP9,0.890360471383748
AGBL1,0.0592385808073333
AGBL1-AS1,0.423023776565905
AGBL3,0.0950047021540911
AGBL4,0.774038034384322
AGBL4-AS1,0.982817506483447
AGBL4-IT1,0.889505275725968
AGBL5,0.177573543700737
AGBL5-AS1,0.163787176171007
AGFG1,0.443166000687719
AGFG2,0.205413599622366
AGGF1,0.563258526677883
AGL,0.848011722825084
AGMAT,0.258426220438154
AGMO,0.863074670097672
AGO1,0.63485076576139
AGO2,0.620954980019624
AGO3,0.692742237374188
AGO4,0.412245884583849
AGPAT2,0.982963997355628
AGPAT3,0.332694340211614
AGPAT4,0.11338184814386
AGPAT4-IT1,0.151230341554001
AGPAT5,0.85841385029951
AGPS,0.224621938064395
AGR2,0.341226203551706
AGR3,0.595892692308045
AGRN,0.90785471634497
AGRP,0.92463585105171
AGT,0.745632496096866
AGTPBP1,0.356073500365414
AGTR1,0.353203081577607
AGTR2,0.0179357827035951
AGTRAP,0.879631952740682
AGXT,0.849182071262343
AGXT2,0.480002617562645
AHCTF1,0.0402283340942167
AHCTF1P1,0.0450621214483402
AHCY,0.830804463804365
AHCYL1,0.944267379311245
AHCYL2,0.388311963296248
AHDC1,0.615657088086313
AHI1,0.482435324225683
AHNAK,0.0223658571679666
AHNAK2,0.929916120713918
AHR,0.934325595193483
AHRR,0.763938751208884
AHSA1,0.718290843755718
AHSA2P,0.242026846047999
AHSG,0.0920579268166756
AHSP,0.528747318811139
AICDA,0.729434085068131
AIDA,0.666749435829076
AIF1L,0.302099855007242
AIFM1,0.865315775554712
AIFM2,0.163351170215696
AIFM3,0.895738486140052
AIG1,0.108847025292416
AIM2,0.0239410483265897
AIMP1,0.248694766177219
AIMP2,0.717049152831721
AIP,0.856587134659564
AIPL1,0.584572829104608
AIRE,0.876855307927812
AIRN,0.6060671243188
AJAP1,0.0755499334577189
AJM1,0.471351132109313
AJUBA,0.431853946614081
AK1,0.851525456316514
AK2,0.340578862993593
AK3,0.933525865371042
AK4,0.912910134428376
AK5,0.632789984809318
AK7,0.0736642396785887
AK8,0.924046209411617
AK9,0.588883457697015
AKAIN1,0.841696797552143
AKAP1,0.359052596856961
AKAP10,0.222343043372496
AKAP11,0.934701253292445
AKAP12,0.0111078190654479
AKAP13,0.808254010859329
AKAP14,0.725251421210759
AKAP17A,0.443195547594897
AKAP3,0.830537717997909
AKAP4,0.392833878069467
AKAP5,0.549755924978155
AKAP6,0.328162353459316
AKAP7,0.442783453973555
AKAP8,0.54968778595072
AKAP8L,0.609545055744737
AKAP9,0.805340254800934
AKIP1,0.656516883297491
AKIRIN1,0.643972437843561
AKIRIN2,0.761090225057278
AKNA,0.755141301694756
AKNAD1,0.913228500765783
AKR1A1,0.331263383919962
AKR1B1,0.0869792869498919
AKR1B10,0.0290678618670789
AKR1B15,0.197506013272748
AKR1C1,0.386252533949135
AKR1C2,0.751994688553586
AKR1C3,0.26256654525086
AKR1C4,0.713930402590292
AKR1C6P,0.200548035299473
AKR1C8P,0.779891141596622
AKR1D1,0.644147711299434
AKR1E2,0.473224729358167
AKR7A2,0.991794325724966
AKR7A2P1,0.737618542069644
AKR7A3,0.95420933965952
AKR7L,0.914389791948729
AKT1,0.401863313255012
AKT1S1,0.904849540512384
AKT2,0.262433277107894
AKT3,0.270225414594893
AKTIP,0.177523537193697
ALAD,0.085154800887227
ALAS1,0.537228336039386
ALAS2,0.435166748734713
ALB,0.00033791321279752
ALCAM,0.632345246936616
ALDH16A1,0.527147779228502
ALDH18A1,0.198682894375855
ALDH1A1,0.174092597420495
ALDH1A2,0.963715363846954
ALDH1A3,0.983518803313976
ALDH1B1,0.601483190370131
ALDH1L1,0.367276574264494
ALDH1L1-AS1,0.227955423711257
ALDH1L1-AS2,0.650073192071381
ALDH1L2,0.751475590354299
ALDH2,0.679092766259456
ALDH3A1,0.304390671534197
ALDH3A2,0.90430903034587
ALDH3B1,0.755374121524761
ALDH3B2,0.957523456927601
ALDH4A1,0.333783448469382
ALDH5A1,0.859078059065412
ALDH6A1,0.799238952572899
ALDH7A1,0.657722845563014
ALDH8A1,0.684972516106174
ALDH9A1,0.299569795308571
ALDOA,0.392133789934406
ALDOB,0.513861358910662
ALDOC,0.143836844470583
ALG1,0.406484502267252
ALG10,0.376202457480556
ALG10B,0.00317818276516657
ALG11,0.257423314791598
ALG12,0.631603073118498
ALG13,0.424998667534879
ALG14,0.0527831484649725
ALG14-AS1,0.0371038307018631
ALG1L,0.84949769334311
ALG1L2,0.859139109291481
ALG1L9P,0.75231605842751
ALG2,0.349738802781489
ALG3,0.515285754503166
ALG5,0.137415093290386
ALG6,0.390923382847014
ALG8,0.425380992106497
ALG9,0.610667092572083
ALK,0.828519597651207
ALKAL1,0.878476979749083
ALKAL2,0.484994901544163
ALKBH1,0.721520260321796
ALKBH2,0.150030847363154
ALKBH3,0.568903552844696
ALKBH3-AS1,0.536529786060238
ALKBH4,0.880864536803153
ALKBH5,0.608540861906718
ALKBH6,0.907292195550618
ALKBH7,0.290229019298147
ALKBH8,0.574736591190892
ALLC,0.70833968338291
ALMS1,0.920221250929493
ALMS1-IT1,0.954933078947836
ALMS1P1,0.935320512121313
ALOX12,0.628421382328928
ALOX12-AS1,0.554481206013747
ALOX12B,0.731467241617441
ALOX12P2,0.0994989919614294
ALOX15,0.559982030358247
ALOX15B,0.679612835785135
ALOX15P1,0.180755133033514
ALOX5,0.531771190459331
ALOX5AP,0.205423105963895
ALOXE3,0.107022768141878
ALPG,0.107353884121299
ALPI,0.178807888033753
ALPK1,0.89290767032577
ALPK2,0.270541657270916
ALPK3,0.35855765747061
ALPL,0.736304652674614
ALPP,0.389226447536032
ALS2,0.981146668192234
ALS2CL,0.667067760172925
ALX1,0.560023315028531
ALX3,0.762139910198234
ALX4,0.268341473674356
ALYREF,0.00329936624366433
AMACR,0.93738140551516
AMBN,0.11358956563744
AMBP,0.914268990162692
AMBRA1,0.735651534711989
AMD1,0.678494051173313
AMDHD1,0.225919433823286
AMDHD2,0.162084891066348
AMELX,0.520812951370535
AMER1,0.731859805544772
AMER2,0.806285278659841
AMER3,0.0505606702986851
AMFR,0.265591078175098
AMH,0.781303631017913
AMHR2,0.421631509629408
AMIGO1,0.801521548540415
AMIGO2,0.454086115761067
AMIGO3,0.0517199182248022
AMMECR1,0.575702071914795
AMMECR1L,0.106107093221513
AMN,0.194145186508446
AMN1,0.111086834640372
AMOT,0.987899861658118
AMOTL1,0.440561378441522
AMOTL2,0.145894954939885
AMPD1,0.0727058378006443
AMPD2,0.331002275616777
AMPD3,0.60756677051393
AMPH,0.566525140418546
AMT,0.0797402605969262
AMTN,0.0867045343607156
AMY1A,0.712062250326476
AMY1B,0.987024442345426
AMY1C,0.712062250326476
AMY2A,0.738522737485271
AMY2B,0.393131822892916
AMZ1,0.223883329145835
AMZ2,0.928023854366566
AMZ2P1,0.306211186720892
ANAPC1,0.112541240509667
ANAPC10,0.191957507615708
ANAPC11,0.00057416392498134
ANAPC13,0.276883789004992
ANAPC15,0.590661094407298
ANAPC16,0.635441746457448
ANAPC1P1,0.612959676037734
ANAPC2,0.0299249906247363
ANAPC4,0.138412045014865
ANAPC5,0.605700677238637
ANAPC7,0.502443876762202
ANG,0.443848943001252
ANGEL1,0.625883878981802
ANGEL2,0.664749556783109
ANGPT1,0.64127532471968
ANGPT2,0.313163204535618
ANGPT4,0.0472079736776661
ANGPTL1,0.0307090291992165
ANGPTL2,0.644074267344563
ANGPTL3,0.575187001226647
ANGPTL4,0.182984844034858
ANGPTL5,0.192750693706934
ANGPTL6,0.793039855848192
ANGPTL7,0.0641767581305239
ANGPTL8,0.372448011929565
ANHX,0.104755951534814
ANK1,0.0715126075993467
ANK2,0.62793072768396
ANK3,0.0729159308724655
ANKAR,0.858324234971768
ANKDD1A,0.102866187248999
ANKDD1B,0.365059889152519
ANKEF1,0.0230235990120261
ANKFN1,0.893241728167429
ANKFY1,0.429480733350807
ANKH,0.348726041529783
ANKHD1,0.869688363738139
ANKHD1-EIF4EBP3,0.656075949062409
ANKIB1,0.952070222763297
ANKK1,0.314045061698789
ANKLE1,0.721963092134629
ANKLE2,0.607426701339703
ANKMY1,0.0281075391004583
ANKMY2,0.0584259609993319
ANKRA2,0.151042309222408
ANKRD1,0.579368662630606
ANKRD10,0.301144914370345
ANKRD11,0.538740114451566
ANKRD12,0.139705438315386
ANKRD13A,0.137832086473981
ANKRD13B,0.34432089671781
ANKRD13C,0.521422496399052
ANKRD13D,0.50365783414579
ANKRD16,0.842712478497342
ANKRD17,0.261900362777099
ANKRD18A,0.528028639775309
ANKRD18B,0.475536635225375
ANKRD18CP,0.624902677439853
ANKRD18DP,0.795455151813656
ANKRD19P,0.01557382955194
ANKRD2,0.427169102768544
ANKRD20A1,0.901182784662688
ANKRD20A11P,0.42635917709734
ANKRD20A19P,0.416668765761304
ANKRD20A2,0.150467868311176
ANKRD20A3,0.150467868311176
ANKRD20A4,0.550172030658235
ANKRD20A4-ANKRD20A20P,0.146561083620091
ANKRD20A5P,0.288567166796417
ANKRD20A8P,0.617244443802104
ANKRD20A9P,0.698345753269764
ANKRD22,0.774015413525939
ANKRD23,0.473731902312662
ANKRD24,0.547888780952852
ANKRD26,0.88099306886579
ANKRD26P1,0.640757276370768
ANKRD26P3,0.713809081687411
ANKRD27,0.721937983519304
ANKRD28,0.800420140653167
ANKRD29,0.880934660030229
ANKRD30A,0.0439403312501783
ANKRD30B,0.918228179979043
ANKRD30BL,0.699256682911468
ANKRD30BP2,0.881140189058911
ANKRD30BP3,0.391701421555607
ANKRD31,0.546830040930242
ANKRD33,0.882301953134903
ANKRD33B,0.300226064422834
ANKRD34A,0.748203495099716
ANKRD34B,0.214001405456651
ANKRD34C,0.450946975555801
ANKRD34C-AS1,0.973251222492
ANKRD35,0.847639061213471
ANKRD36,0.847709796061025
ANKRD36B,0.494961966947805
ANKRD36BP1,0.584348534604242
ANKRD36BP2,0.83489145867405
ANKRD36C,0.206245986604852
ANKRD37,0.152975291065629
ANKRD39,0.301582730507165
ANKRD40,0.620800081073791
ANKRD40CL,0.603941425864871
ANKRD42,0.919645328021795
ANKRD44,0.916405583119412
ANKRD44-AS1,0.355948709696887
ANKRD44-IT1,0.940976880938456
ANKRD45,0.857738576951704
ANKRD46,0.37829279971226
ANKRD49,0.752259118878114
ANKRD50,0.92103494178868
ANKRD52,0.255812950554365
ANKRD53,0.0618528570510318
ANKRD54,0.0572257761192718
ANKRD55,0.872284405850233
ANKRD6,0.989580882271086
ANKRD60,0.202780251677252
ANKRD61,0.693651854102986
ANKRD62,0.393801359304281
ANKRD62P1-PARP4P3,0.332921898982901
ANKRD63,0.522862469289714
ANKRD65,0.3724314175297
ANKRD66,0.657313846384456
ANKRD7,0.857850309202072
ANKRD9,0.25837390514507
ANKS1A,0.836049558095762
ANKS1B,0.176845078914821
ANKS3,0.0634385844539
ANKS6,0.55006879820666
ANKUB1,0.79539217639744
ANKZF1,0.195816199693645
ANLN,0.609764057653822
ANO1,0.0549516918598733
ANO10,0.00938269475849832
ANO2,0.957736841470097
ANO3,0.356026487236541
ANO3-AS1,0.229788060071166
ANO5,0.676010227066544
ANO6,0.503364288182904
ANO7,0.402055821669614
ANO8,0.758980176429417
ANO9,0.362352664003253
ANOS1,0.533391407439646
ANP32A,0.632400739116054
ANP32A-IT1,0.334168228328712
ANP32AP1,0.0883451243905428
ANP32B,0.514944116870582
ANP32C,0.48574124302503
ANP32D,0.704155512207604
ANP32E,0.819368742109475
ANPEP,0.735401523512646
ANTKMT,0.834835729684177
ANTXR1,0.45349559948601
ANTXR2,0.638165726571372
ANTXRL,0.156637640578258
ANTXRLP1,0.921062151172625
ANXA1,0.781642437025582
ANXA10,0.602532600910851
ANXA11,0.275433271169099
ANXA13,0.949468693691422
ANXA2,0.593277284451451
ANXA2P1,0.946510379018299
ANXA2P2,0.737570869403532
ANXA2P3,0.383072674951288
ANXA2R,0.8873356105791
ANXA3,0.738914018323616
ANXA4,0.278937526908002
ANXA5,0.831836399590398
ANXA6,0.656190655835392
ANXA7,0.216405672719054
ANXA8,0.219725848974152
ANXA8L1,0.627730945815679
ANXA9,0.711261931822163
AOAH,0.237507020802075
AOAH-IT1,0.461984864363002
AOC1,0.669895972060019
AOC2,0.582665525854744
AOC3,0.565429322217631
AOC4P,0.950654353635851
AOPEP,0.901778764720991
AOX1,0.764320074105575
AOX3P-AOX2P,0.316923179937038
AP1AR,0.524945714337222
AP1B1,0.528625474738842
AP1B1P1,0.517717745290053
AP1G1,0.555275714540305
AP1G2,0.234538269359483
AP1M1,0.468729972452833
AP1M2,0.655286449211611
AP1S1,0.653233500979876
AP1S2,0.14643198655166
AP1S3,0.1718584022014
AP2A1,0.485720437177737
AP2B1,0.71417236478115
AP2M1,0.451510480810713
AP2S1,0.197111903245171
AP3B1,0.907624753354992
AP3B2,0.269397803269917
AP3D1,0.329638994931075
AP3M1,0.536819938888582
AP3M2,0.951707390635284
AP3S1,0.601738888689041
AP3S2,0.814658255465503
AP4B1,0.152191373485319
AP4B1-AS1,0.669847308514987
AP4E1,0.614664960543921
AP4M1,0.0398320687675489
AP4S1,0.380791223163118
AP5B1,0.750266299157085
AP5M1,0.892892172569816
AP5S1,0.0143268656960075
AP5Z1,0.567155824293158
APAF1,0.531402672634192
APBA1,0.989552877918332
APBA3,0.603005059744693
APBB1,0.075112557997285
APBB1IP,0.410320642842414
APBB2,0.825025980448071
APBB3,0.547908139700501
APC,0.760720934933936
APC2,0.122185047016119
APCDD1,0.797973801057933
APCDD1L,0.425443770245965
APCDD1L-DT,0.653381910457595
APCS,0.504170745142643
APEH,0.828110893289009
APELA,0.31071807669248
APEX1,0.834954217350507
APEX2,0.273315140195336
APH1A,0.726737996140247
APH1B,0.433395763579028
API5,0.721150214476029
APIP,0.490347223673171
APLF,0.408603178959871
APLN,0.62823834774573
APLNR,0.398598719569119
APLP1,0.985525509413285
APLP2,0.121442230519649
APMAP,0.842237620451665
APOA1,0.495927278377211
APOA1-AS,0.4914819804551
APOA2,0.389805430917313
APOA4,0.276431097261657
APOA5,0.383849057459513
APOB,0.473197355381542
APOBEC1,0.536158346084288
APOBEC2,0.361992321412389
APOBEC3A,0.0486008820765913
APOBEC3A_B,0.0164021697745254
