group,P
HEATR1,0.619587304784078
HEATR3,0.211108094757752
HEATR4,0.17228735474827
HEATR5A,0.719088000923688
HEATR5B,0.541948596452613
HEATR6,0.674177089650103
HEBP1,0.254788920718925
HEBP2,0.627250369759555
HECA,0.192629656405327
HECTD1,0.755824913997846
HECTD2,0.710477506688506
HECTD2-AS1,0.91383323274683
HECTD3,0.590627090019954
HECTD4,0.765703870844016
HECW1,0.857594238450125
HECW1-IT1,0.499496443035357
HECW2,0.254044596171503
HECW2-AS1,0.450535735585973
HEG1,0.632048647633421
HEIH,0.961205597612614
HELB,0.131804223914174
HELLS,0.304672963650461
HELQ,0.585494548807384
HELT,0.450976982313364
HELZ,0.150872481627174
HELZ2,0.627463417967304
HEMGN,0.369802505352748
HEMK1,0.319900408970257
HENMT1,0.817501335720344
HEPACAM,0.365545321682657
HEPACAM2,0.749403379975969
HEPH,0.404974771474637
HEPHL1,0.582780021052083
HEPN1,0.329085064610762
HERC1,0.122414500493148
HERC2,0.484894624939006
HERC2P10,0.206541785717872
HERC2P11,0.742977279143152
HERC2P2,0.0444547219824764
HERC2P3,0.231300468265175
HERC2P4,0.994290500147568
HERC2P7,0.381877717099348
HERC2P9,0.331175966419356
HERC3,0.670149861720291
HERC4,0.893363542497383
HERC5,0.3869652589835
HERC6,0.0565763780303958
HERPUD1,0.236682550797972
HERPUD2,0.538458421482022
HES1,0.346607764802256
HES2,0.770681706219159
HES3,0.988246240653238
HES4,0.0976392279540651
HES5,0.802924318174393
HES6,0.73636657055764
HES7,0.139608621903762
HESX1,0.477765212225793
HEXA,0.292755146414333
HEXA-AS1,0.21478387171504
HEXB,0.451816846399378
HEXD,0.952505338018063
HEXIM1,0.252476790631714
HEXIM2,0.48822599698276
HEY1,0.802425607297026
HEY2,0.56136884650833
HEYL,0.411643819507303
HFE,0.842142590577823
HFM1,0.887805532383274
HGC6.3,0.452291009690467
HGD,0.471693714141587
HGF,0.269560953820454
HGFAC,0.932199756497445
HGH1,0.978939910989392
HGS,0.327463624870342
HGSNAT,0.971026173336606
HHAT,0.481844533758646
HHATL,0.628104306410293
HHATL-AS1,0.31376550673483
HHEX,0.033455125926764
HHIP,0.238180213440847
HHIP-AS1,0.184177188373606
HHIPL1,0.961209853662118
HHIPL2,0.897118457625477
HHLA1,0.895709715187205
HHLA2,0.516655724062646
HHLA3,0.417564608388158
HIBADH,0.586634524679271
HIBCH,0.936067437861718
HIC1,0.195092654464996
HIC2,0.526857335353438
HID1,0.0258005742958137
HID1-AS1,0.0253570771403151
HIF1A,0.162995028010742
HIF1A-AS1,0.137506598002477
HIF1A-AS2,0.458678314233791
HIF1A-AS3,0.275937031957995
HIF1AN,0.0696049581788563
HIF3A,0.672153612323872
HIGD1A,0.582788865340881
HIGD1B,0.034377268733452
HIGD1C,0.859611347552494
HIGD2A,0.798699939330561
HIGD2B,0.711348355355666
HIKESHI,0.428200533778328
HILPDA,0.260241948525981
HINFP,0.790021011484381
HINT1,0.492974492295031
HINT2,0.785204576759355
HINT3,0.731214382391616
HIP1,0.314318413192603
HIP1R,0.452044161889266
HIPK1,0.492722862508624
HIPK1-AS1,0.816641922978582
HIPK2,0.553574988608533
HIPK3,0.517304808294825
HIPK4,0.78289253641836
HIRA,0.281855749931427
HIRIP3,0.288555178410312
HIVEP1,0.943085819797334
HIVEP2,0.154918121264172
HIVEP3,0.636557119439897
HJURP,0.314022537201014
HJV,0.729508663362585
HK1,0.743472911389273
HK2,0.839395294628963
HK3,0.811897009412777
HKDC1,0.311428996256269
HLA-DPB1,0.718197274799698
HLA-DPB2,0.721110362674324
HLA-DQA1,0.573084694279422
HLA-DQB1-AS1,0.348543483988859
HLA-DRB1,0.260183180512533
HLA-DRB5,0.0433850606336298
HLA-DRB6,0.071676118186049
HLA-F,0.0574359393305512
HLA-F-AS1,0.0849017914235502
HLA-J,0.0886414461629936
HLA-L,0.649861555802097
HLA-V,0.141142594469792
HLCS,0.689930161046777
HLF,0.686925146711248
HLTF,0.994137346785044
HLTF-AS1,0.880488563880376
HLX,0.36171429499009
HLX-AS1,0.671186292136366
HM13,0.822440016520778
HM13-AS1,0.834364743256466
HMBOX1,0.305566184534403
HMBS,0.935861993565676
HMCES,0.685194900083726
HMCN1,0.621314355812359
HMCN2,0.560832418154837
HMG20A,0.497069767174277
HMG20B,0.0302668149373399
HMGA1,0.78606563485467
HMGA1P7,0.575469845192053
HMGA2,0.919903019760649
HMGA2-AS1,0.710828129095416
HMGB1,0.633224406784827
HMGB2,0.449025865538511
HMGB3,0.548817775803531
HMGB3P1,0.488485664698062
HMGB4,0.262732906598223
HMGCL,0.543536228260168
HMGCLL1,0.394740027578275
HMGCR,0.558485050051144
HMGCS1,0.540111054062175
HMGCS2,0.661772644633574
HMGN1,0.987654742195415
HMGN2,0.695235838177975
HMGN2P46,0.660138401449945
HMGN3,0.599250541735296
HMGN3-AS1,0.529866244994276
HMGN4,0.765377339846626
HMGN5,0.731812585363047
HMGXB3,0.624011486148322
HMGXB4,0.48282796971266
HMHB1,0.250065657119334
HMMR,0.99669864085823
HMMR-AS1,0.839958377281547
HMOX1,0.231632323574498
HMSD,0.527864520632111
HMX1,0.0344549207304003
HMX2,0.409801289118463
HMX3,0.820125692881555
HNF1A,0.165101992028
HNF1A-AS1,0.431055077965049
HNF4A,0.965642102561758
HNF4A-AS1,0.334452014248483
HNF4G,0.236014927269885
HNMT,0.155198618512026
HNRNPA0,0.348213847493471
HNRNPA1,0.512703724827352
HNRNPA1L2,0.599435919761981
HNRNPA1P10,0.757886494205689
HNRNPA1P33,0.829012502651752
HNRNPA2B1,0.670858977505727
HNRNPA3,0.475297597051886
HNRNPA3P1,0.783812029388581
HNRNPAB,0.16537374351588
HNRNPC,0.683933447553705
HNRNPCL4,0.214519058026324
HNRNPD,0.803140779087046
HNRNPDL,0.0728397678572869
HNRNPF,0.360206510130632
HNRNPH2,0.39796348739655
HNRNPH3,0.30114508908957
HNRNPK,0.258626721250724
HNRNPKP3,0.499608730490562
HNRNPL,0.639735150409247
HNRNPLL,0.877181431914018
HNRNPM,0.350284427855114
HNRNPU,0.382947128329113
HNRNPUL1,0.2284100995622
HNRNPUL2,0.972716287958911
HNRNPUL2-BSCL2,0.991711285038949
HOGA1,0.0847769403515997
HOMER1,0.658853454443425
HOMER2,0.738275998385135
HOMER3,0.316928230754759
HOMER3-AS1,0.436972844908385
HOMEZ,0.360116909739283
HOOK1,0.964477709512647
HOOK2,0.412294183166474
HOOK3,0.554681500296706
HOPX,0.907226279901539
HORMAD1,0.418924033109857
HORMAD2,0.937710437220796
HORMAD2-AS1,0.917293474607776
HOTAIR,0.262818886835113
HOTAIRM1,0.896998467235635
HOTS,0.913944189404702
HOTTIP,0.723427475873312
HOXA-AS2,0.437911339349027
HOXA-AS3,0.675242203261015
HOXA1,0.485768079027988
HOXA10,0.929810237298156
HOXA10-AS,0.817432252717549
HOXA10-HOXA9,0.911315234677189
HOXA11,0.623994059841858
HOXA11-AS,0.590295133148359
HOXA13,0.983264139198041
HOXA2,0.857358682095929
HOXA3,0.734008610731593
HOXA4,0.412298791403537
HOXA5,0.647956286361604
HOXA6,0.577676665514449
HOXA7,0.443037903010953
HOXA9,0.64839188096936
HOXB-AS1,0.941100087245554
HOXB-AS3,0.497832838100674
HOXB1,0.834456836761827
HOXB13,0.355115406460204
HOXB2,0.989701800244356
HOXB3,0.891692463907525
HOXB4,0.646517878047332
HOXB5,0.470593659053957
HOXB6,0.39534166862004
HOXB7,0.297241697501347
HOXB8,0.338342263562375
HOXB9,0.598157442373102
HOXC-AS1,0.561663144905606
HOXC-AS2,0.315878808879414
HOXC-AS3,0.251262609493644
HOXC10,0.305941579684778
HOXC11,0.385892500710624
HOXC12,0.253845953166358
HOXC13,0.261405218089979
HOXC13-AS,0.52397102524903
HOXC4,0.186333631030819
HOXC5,0.232478912431853
HOXC6,0.399391607732562
HOXC8,0.763081193674552
HOXC9,0.683225525838388
HOXD-AS2,0.70150729879997
HOXD1,0.745101342054289
HOXD10,0.744703679635228
HOXD11,0.474249064031853
HOXD12,0.660510566801846
HOXD13,0.536636108534103
HOXD3,0.688871504860689
HOXD4,0.766070714491282
HOXD8,0.616516803352845
HOXD9,0.798859598145625
HP,0.857978963031534
HP09053,0.458380912613501
HP1BP3,0.487881023835776
HPAT5,0.815252778127981
HPCA,0.494855821473121
HPCAL1,0.642540645210142
HPCAL4,0.693791058099642
HPD,0.0235015289002804
HPDL,0.803768267409451
HPF1,0.875343033456936
HPGD,0.851831998416155
HPGDS,0.456902330938081
HPN,0.992912114698127
HPN-AS1,0.913609504014735
HPR,0.883167509707933
HPRT1,0.104766463721611
HPS1,0.252465322593393
HPS3,0.418197918672199
HPS4,0.477382855703609
HPS5,0.812290253315373
HPS6,0.352734550838727
HPSE,0.177437164581015
HPSE2,0.955639209813884
HPX,0.430767158670278
HPYR1,0.352632481490773
HR,0.297615306357036
HRAT17,0.482386517965287
HRAT5,0.0466245568462566
HRAT92,0.638924253854104
HRC,0.369116495403118
HRCT1,0.109999110843184
HRG,0.801704570391567
HRH1,0.951891522000489
HRH2,0.00456443862347848
HRH3,0.440758621539373
HRH4,0.664971501918217
HRK,0.752517377737742
HRNR,0.480238052070469
HROB,0.535649358512549
HS1BP3,0.26180941082257
HS1BP3-IT1,0.673312781416853
HS2ST1,0.201024901002758
HS3ST1,0.732141911526022
HS3ST2,0.104775492454899
HS3ST3A1,0.198000990348487
HS3ST3B1,0.594720653982824
HS3ST4,0.855733952223584
HS3ST5,0.633583310042628
HS6ST1,0.775107356145133
HS6ST2,0.953199683056394
HS6ST2-AS1,0.953962566663956
HS6ST3,0.0125619963526514
HSBP1,0.521126589987531
HSBP1L1,0.875356997856441
HSCB,0.159403850800468
HSD11B1,0.984362942075146
HSD11B1-AS1,0.582072798283803
HSD11B1L,0.148824300109132
HSD11B2,0.016490755553128
HSD17B1,0.131717125666635
HSD17B10,0.14749891824179
HSD17B11,0.282446531074111
HSD17B12,0.987253334210345
HSD17B13,0.450253862635421
HSD17B14,0.949376792376433
HSD17B2,0.602254701376323
HSD17B3,0.787656684146727
HSD17B3-AS1,0.903017245583921
HSD17B4,0.0665265798073485
HSD17B6,0.423566507261562
HSD17B7,0.351301001725358
HSD17B7P2,0.174430472110385
HSD17B8,0.722400789752415
HSD3B1,0.936769032255047
HSD3B2,0.351959637018697
HSD3B7,0.162060430159886
HSD3BP4,0.461894757073482
HSD52,0.322017897010714
HSDL1,0.327762356730673
HSDL2,0.766927294853524
HSF1,0.486799523278112
HSF2,0.729217639981164
HSF2BP,0.908593168194939
HSF4,0.587785789019926
HSF5,0.244322228358881
HSFX1,0.625468022389941
HSFX2,0.625468022389941
HSFX3,0.855784104146053
HSFX4,0.433738898146768
HSFY1P1,0.479112976715574
HSH2D,0.875079405769754
HSP90AA1,0.669169219455895
HSP90AB1,0.93201446444549
HSP90AB4P,0.803347359191224
HSP90B1,0.386596436772327
HSP90B2P,0.430169106602845
HSPA12A,0.640102874085754
HSPA12B,0.13646071133565
HSPA13,0.209101451921645
HSPA14,0.317177798560696
HSPA2,0.77947997271647
HSPA4,0.107383111671117
HSPA4L,0.874081023550102
HSPA5,0.984427932588569
HSPA6,0.0257153071269355
HSPA7,0.389281288226103
HSPA8,0.0986143904678046
HSPA9,0.814967247448514
HSPB1,0.886884652813934
HSPB11,0.921097471137418
HSPB2,0.236551941809676
HSPB2-C11orf52,0.432085496225307
HSPB3,0.24294052431426
HSPB6,0.635456527101694
HSPB7,0.821971395036337
HSPB8,0.224065968849571
HSPB9,0.819064995731402
HSPBAP1,0.808019472515489
HSPBP1,0.919034415180981
HSPC324,0.521953784396531
HSPD1,0.522321140312401
HSPE1,0.56250167980719
HSPE1-MOB4,0.729929225130791
HSPG2,0.55645236296205
HSPH1,0.945152623882693
HTATIP2,0.199502357003606
HTATSF1,0.613065523214618
HTATSF1P2,0.195795712048982
HTD2,0.723425059895817
HTN1,0.30835948781253
HTN3,0.436338164599241
HTR1A,0.939980937311363
HTR1B,0.37301522644329
HTR1D,0.539674099339346
HTR1E,0.293969384433403
HTR1F,0.930009575900135
HTR2A,0.642920412094056
HTR2A-AS1,0.260248676494747
HTR2B,0.812806842652006
HTR2C,0.851025181561966
HTR3A,0.604425850637926
HTR3B,0.872056619684983
HTR3C,0.269611250209206
HTR3D,0.391382241122738
HTR3E,0.498246158488889
HTR3E-AS1,0.338681529482565
HTR4,0.31530644349577
HTR5A,0.942125966738193
HTR5A-AS1,0.922964247422022
HTR6,0.453590794945916
HTR7,0.918778516092731
HTR7P1,0.403989371577129
HTRA1,0.551074284116686
HTRA2,0.288534807754193
HTRA3,0.168348923426207
HTRA4,0.893769307643838
HTT,0.217405238499499
HTT-AS,0.488226637035497
HULC,0.496350872176681
HUNK,0.0687035524410884
HUS1,0.509258741025733
HUS1B,0.657566939103043
HUWE1,0.057488454343693
HVCN1,0.820587929160575
HYAL1,0.30312210993029
HYAL2,0.335478941051761
HYAL3,0.445386330544534
HYAL4,0.894064723481146
HYAL6P,0.909426760916236
HYDIN,0.676060083032657
HYDIN2,0.693228952502851
HYI,0.802817026277211
HYKK,0.556068571852131
HYLS1,0.723298205644484
HYMAI,0.277845514761364
HYPK,0.453096502147287
IAH1,0.311869786331469
IAPP,0.71296507000638
IARS1,0.627907966943354
IARS2,0.614796026291946
IATPR,0.873953125644937
IBA57,0.439028027407535
IBA57-DT,0.533712634279808
IBSP,0.728644490567743
ICA1,0.732640932697688
ICA1L,0.329837489606265
ICAM1,0.615959172116735
ICAM2,0.570613713238593
ICAM3,0.0436548373563661
ICAM4,0.328823239728007
ICAM5,0.0906945627116668
ICE1,0.53270473915256
ICE2,0.168535657876673
ICMT,0.907857560018174
ICOS,0.511212887098335
ICOSLG,0.279153018994096
ID1,0.0524296772829872
ID2,0.8093357803694
ID2-AS1,0.903048249935792
ID4,0.962244774392753
IDE,0.654218857704742
IDH1,0.13666127055836
IDH1-AS1,0.36733671171307
IDH2,0.314764211417946
IDH2-DT,0.791214101510459
IDH3A,0.149890132962956
IDH3B,0.172199302017847
IDH3G,0.0294522255205257
IDI1,0.726503019604749
IDI2,0.309638089125607
IDI2-AS1,0.528306351632457
IDNK,0.689847456951358
IDO1,0.479441868803696
IDO2,0.752167936849303
IDS,0.67404541385268
IDUA,0.29271955305113
IER2,0.405089659996595
IER3-AS1,0.756316534575744
IER3IP1,0.233891536623033
IER5,0.62975665508887
IER5L,0.715492546737485
IFFO1,0.482551195651352
IFFO2,0.734519423712358
IFI16,0.125004937601183
IFI27,0.95419129067421
IFI27L2,0.736678966019735
IFI30,0.920239527583417
IFI35,0.940413757521262
IFI44,0.145845371220711
IFI44L,0.393338607260477
IFI6,0.256365801591988
IFIH1,0.261535120293729
IFIT1,0.380565917335281
IFIT1B,0.247775343110141
IFIT2,0.39722663672831
IFIT3,0.23908916780821
IFIT5,0.978077615181372
IFITM1,0.477081404697473
IFITM10,0.0581832098017329
IFITM2,0.576445238272396
IFITM3,0.610934610420948
IFITM4P,0.142823299719573
IFITM5,0.449875165955966
IFNA1,0.869670822219222
IFNA10,0.161872229495964
IFNA13,0.114901953488281
IFNA14,0.099940442805791
IFNA16,0.198782470150143
IFNA17,0.110858324243755
IFNA2,0.283604886073025
IFNA21,0.85220476785717
IFNA22P,0.0145075136915725
IFNA4,0.184654001776168
IFNA5,0.0361234417229312
IFNA6,0.100349554017037
IFNA7,0.149582984074149
IFNA8,0.998470239770137
IFNAR1,0.406413396670772
IFNAR2,0.595447458073544
IFNB1,0.542686698357655
IFNE,0.85315480284891
IFNG,0.728218052757886
IFNG-AS1,0.135391976501267
IFNGR1,0.2724480965815
IFNGR2,0.823897963521394
IFNK,0.682572885430953
IFNL1,0.245162695635702
IFNL2,0.270785957063979
IFNL3,0.662400301075301
IFNL4,0.565034289753474
IFNLR1,0.466443661288914
IFNW1,0.924329233828402
IFRD1,0.248899668858787
IFRD2,0.470719314295142
IFT122,0.582649809050774
IFT140,0.78055099543675
IFT172,0.133828963012389
IFT20,0.650557832027306
IFT22,0.862226573078407
IFT27,0.677843851853845
IFT43,0.203276774636033
IFT46,0.190009761605838
IFT52,0.119963100276304
IFT57,0.966466080089628
IFT74,0.168468335079482
IFT74-AS1,0.52634502781013
IFT80,0.305808321990868
IFT81,0.646715877928555
IFT88,0.646232853574506
IFTAP,0.682160498372667
IGBP1,0.520221666747542
IGBP1P1,0.121168048685065
IGDCC3,0.506557995515751
IGDCC4,0.439512110089749
IGF1,0.897961683267067
IGF1R,0.202178625333698
IGF2,0.177512024876646
IGF2-AS,0.0596573867658089
IGF2BP1,0.583853592783485
IGF2BP2,0.342995790451292
IGF2BP2-AS1,0.386764051369844
IGF2BP3,0.728897438733931
IGF2R,0.14809686043334
IGFALS,0.831939350873799
IGFBP1,0.287287262128741
IGFBP2,0.872570209124684
IGFBP3,0.498829847688323
IGFBP4,0.317539137717939
IGFBP5,0.835248620613989
IGFBP6,0.292956718946535
IGFBP7,0.399051560870776
IGFBP7-AS1,0.416592164501085
IGFBPL1,0.143751952302863
IGFL1,0.733792471719426
IGFL2,0.740381828845385
IGFL2-AS1,0.954121101755492
IGFL3,0.569619464317604
IGFL4,0.514474393171854
IGFLR1,0.592598283097247
IGFN1,0.0822820463479137
IGHMBP2,0.932756248285449
IGHV1OR15-1,0.229641594083385
IGHV1OR15-3,0.159618686193972
IGIP,0.400159317026513
IGLL1,0.260669065328636
IGLL3P,0.797919438913594
IGLL5,0.725931164188187
IGLON5,0.36207011670625
IGSF1,0.890488719940305
IGSF10,0.0823072185579281
IGSF11,0.131339058808573
IGSF11-AS1,0.17570869560291
IGSF21,0.178387218496242
IGSF22,0.727508921582059
IGSF23,0.897738001788508
IGSF3,0.476835789700036
IGSF5,0.708714289125717
IGSF6,0.487471670926734
IGSF8,0.262836432872769
IGSF9,0.502839771183923
IGSF9B,0.344128912984099
IHH,0.287256727286639
IK,0.272642914559187
IKBIP,0.830186057540592
IKBKB,0.835238500456737
IKBKE,0.854703044586968
IKBKG,0.569447230338154
IKZF1,0.803272431137805
IKZF2,0.267793212397081
IKZF3,0.545275836861958
IKZF4,0.866837221356486
IKZF5,0.345907764507665
IL10,0.816077688545104
IL10RA,0.291035334526912
IL10RB,0.775070809805477
IL10RB-DT,0.430626495193861
IL11,0.40813164292175
IL11RA,0.400370523521029
IL12A,0.661510033067875
IL12A-AS1,0.160481514597774
IL12B,0.0203080511600973
IL12RB1,0.293619744374567
IL12RB2,0.456096021901685
IL13,0.194651795338178
IL13RA1,0.901532043416968
IL13RA2,0.184564706628823
IL15,0.526507033262239
IL15RA,0.166532218543892
IL16,0.579475318944386
IL17A,0.225962860319391
IL17B,0.44664354284194
IL17C,0.994638672996282
IL17D,0.730111133391536
IL17F,0.232162020535475
IL17RA,0.75606545214597
IL17RB,0.124665670191032
IL17RC,0.687174724957723
IL17RD,0.151796673891277
IL17RE,0.937200857838066
IL17REL,0.0983255917610543
IL18,0.235192623156242
IL18BP,0.223620006165954
IL18R1,0.166526775972439
IL18RAP,0.322485289790234
IL19,0.632387433279746
IL1A,0.328568292868384
IL1B,0.107653271097068
IL1F10,0.447686831111241
IL1R1,0.5320181540033
IL1R2,0.970683034326265
IL1RAP,0.451649589866786
IL1RAPL1,0.780149106501181
IL1RAPL2,0.186231172928478
IL1RL1,0.096900302397091
IL1RL2,0.436685920736412
IL1RN,0.994616092079672
IL2,0.555408950864276
IL20,0.581759838780541
IL20RA,0.135786948415504
IL20RB,0.426492634642789
IL21,0.703794602147566
IL21-AS1,0.253485899627864
IL21R,0.83087555574203
IL21R-AS1,0.856132876778298
IL22,0.970807577639272
IL22RA1,0.882276566068922
IL22RA2,0.295110953624815
IL23A,0.266312819328726
IL23R,0.0884547375698102
IL24,0.191037589444665
IL25,0.635002699806276
IL26,0.797502879222458
IL27,0.0931372378251765
IL27RA,0.409847371450664
IL2RA,0.803616911207134
IL2RB,0.237574121232822
IL2RG,0.467949817587113
IL3,0.903534565564975
IL31,0.893533820257843
IL31RA,0.982103676856204
IL32,0.922803016294527
IL33,0.824615551443251
IL34,0.138992350377627
IL36A,0.0711556408107428
IL36B,0.0840319549321702
IL36G,0.0763563191076545
IL36RN,0.566890323862812
IL37,0.0164220867465822
IL4,0.199562148550292
IL4I1,0.410780657116777
IL4R,0.557161991472767
IL5,0.233456598237868
IL5RA,0.204382217858927
IL6,0.256252120073592
IL6-AS1,0.225467272313108
IL6R,0.453796849048177
IL6R-AS1,0.163102529598513
IL6ST,0.891777779205243
IL7,0.199635356323852
IL7R,0.966127436884794
IL9,0.260041145115244
IL9R,0.764210077035892
ILDR1,0.0445967714637238
ILDR2,0.395521387110296
ILF2,0.636799770058135
ILF3,0.782111203957827
ILF3-DT,0.892608836602069
ILK,0.190923804560021
ILKAP,0.943181982107102
ILRUN,0.789255331805073
ILVBL,0.690292919757204
IMMP1L,0.21124923499893
IMMP2L,0.600982906886138
IMMT,0.218331992659445
IMP3,0.493386421500173
IMP4,0.392942273825723
IMPA1,0.0943738941515319
IMPA1P1,0.840700229423906
IMPA2,0.98916769639211
IMPACT,0.583860341423101
IMPAD1,0.0102685570174708
IMPDH1,0.296118332049578
IMPDH2,0.640464775431798
IMPG1,0.102678809441575
IMPG2,0.75120215092408
INA,0.519522739950547
INAFM1,0.112218499656552
INAFM2,0.413048152188191
INAVA,0.925673310560123
INCA1,0.811698048155839
INCENP,0.17211123618771
INE1,0.78657453062601
INE2,0.901073117975362
INF2,0.969125748891928
ING1,0.328629347397068
ING2,0.593776038299493
ING3,0.635201460243148
ING4,0.853170043984365
ING5,0.334162484696483
INGX,0.494573028571241
INHA,0.875929489032047
INHBA,0.633154811565656
INHBA-AS1,0.469046189039967
INHBB,0.935265099161139
INHBC,0.251283121181287
INHBE,0.554231037643575
INIP,0.692429725458316
INKA1,0.28382020660979
INKA2,0.141688628292302
INKA2-AS1,0.10165288284858
INMT,0.195454534441516
INMT-MINDY4,0.126867330715965
INO80,0.938205919737419
INO80B,0.272102025100733
INO80B-WBP1,0.363342390560528
INO80C,0.898881950884091
INO80D,0.944400657157602
INO80E,0.46994733836393
INPP1,0.57257737180345
INPP4A,0.138145700678046
INPP4B,0.368925207788721
INPP5A,0.353600261551785
INPP5B,0.77425962702121
INPP5D,0.183802950912121
INPP5E,0.23728891653615
INPP5F,0.678820737263994
INPP5J,0.861571256856558
INPP5K,0.921582180361107
INPPL1,0.133952986140548
INS,0.284136345017583
INS-IGF2,0.145739706315535
INSC,0.24491290713841
INSIG1,0.706285262033327
INSIG2,0.542552664836644
INSL3,0.589744338912753
INSL4,0.723055082481089
INSL5,0.954610268165489
INSL6,0.968796852167013
INSM1,0.355534517771459
INSM2,0.651300640002988
INSR,0.588224727047484
INSRR,0.376105307836746
INSYN1,0.610085432626849
INSYN1-AS1,0.480000604948147
INSYN2A,0.962287247688648
INSYN2B,0.265593250492121
INTS1,0.86598326613812
INTS10,0.908297291428858
INTS11,0.0981152812006371
INTS12,0.250070904673388
INTS13,0.553300090928648
INTS14,0.496128802190965
INTS2,0.845790325934317
INTS4,0.481534957634031
INTS4P1,0.586905434742454
INTS4P2,0.298427483555037
INTS5,0.836914547988805
INTS6,0.613037080310952
INTS6-AS1,0.706577660239487
INTS6L,0.260367087513753
INTS6L-AS1,0.172618872992411
INTS7,0.0486751776129449
INTS8,0.594036641192076
INTS9,0.905813183492218
INTU,0.30150732717088
INVS,0.282261516190626
IP6K1,0.529509663055394
IP6K2,0.105468278789209
IP6K3,0.22127731876043
IPCEF1,0.306220217039492
IPMK,0.128260979109463
IPO11,0.851082388269392
IPO11-LRRC70,0.442108215873981
IPO13,0.136029958637548
IPO4,0.787787676129824
IPO5,0.598263987532872
IPO5P1,0.00757991692375255
IPO7,0.12463058518771
IPO8,0.0048857720172615
IPO9,0.89190654440742
IPO9-AS1,0.847319136730454
IPP,0.855770586267081
IPPK,0.889874880000369
IPW,0.298718838736854
IQCA1,0.118336539306116
IQCA1L,0.903664780211414
IQCB1,0.583561507624229
IQCC,0.190582854063454
IQCD,0.909334224360168
IQCE,0.37083539605934
IQCF1,0.349074355030654
IQCF2,0.574942220251829
IQCF3,0.620481120608916
IQCF4,0.514169393910028
IQCF5,0.51765311026435
IQCF5-AS1,0.513600606366255
IQCF6,0.044809623638634
IQCG,0.893339116290668
IQCH,0.257678216661373
IQCH-AS1,0.824872850722472
IQCJ,0.840447634915097
IQCJ-SCHIP1,0.739470556927365
IQCJ-SCHIP1-AS1,0.49737675900448
IQCK,0.0368477463078673
IQCM,0.991767924104919
IQCN,0.170901797866888
IQGAP1,0.491630504543041
IQGAP2,0.83563609540977
IQGAP3,0.0813184784433977
IQSEC1,0.267451457870162
IQSEC2,0.363281690538885
IQUB,0.813018417942985
IRAIN,0.0441579505057781
IRAK1,0.213939025364919
IRAK1BP1,0.748727382770328
IRAK2,0.0758613429076204
IRAK3,0.157373977281988
IRAK4,0.286970319715405
IREB2,0.807652745668696
IRF1,0.298318551023581
IRF1-AS1,0.0861041486239494
IRF2,0.6641206889005
IRF2BP1,0.256355615317382
IRF2BP2,0.332168512890599
IRF2BPL,0.949227627184129
IRF3,0.357183625214109
IRF4,0.717978804244006
IRF5,0.777570352657229
IRF6,0.470655652946652
IRF7,0.577634385521933
IRF8,0.59806526396911
IRF9,0.876176176618778
IRGC,0.696420601037479
IRGM,0.17563588105202
IRGQ,0.929888144581054
IRS1,0.2246937396805
IRS2,0.0852479285423068
IRS4,0.969770758253571
IRX1,0.107926698499431
IRX2,0.148933158906164
IRX3,0.163244615231971
IRX4,0.510667905495664
IRX5,0.239678161701742
IRX6,0.247632567695142
ISCA1,0.11035596409348
ISCA2,0.68074931695704
ISCU,0.0469200478104427
ISG15,0.0704115985324366
ISG20,0.10986729666766
ISG20L2,0.520038340224039
ISL1,0.343162253556554
ISL2,0.781617729722931
ISLR,0.0728596813771928
ISLR2,0.68224544976527
ISM1,0.4425586801871
ISM1-AS1,0.376546292210092
ISM2,0.845450626136441
ISOC1,0.580874354844599
ISOC2,0.810841615820779
IST1,0.619340451095855
ISX,0.27943188597745
ISX-AS1,0.449562626190878
ISY1,0.0246356330984442
ISY1-RAB43,0.0293232161170263
ISYNA1,0.728656962357845
ITCH,0.758411538934468
ITFG1,0.148913722473313
ITFG1-AS1,0.154066069915475
ITFG2,0.629036851489124
ITFG2-AS1,0.256912633620171
ITGA1,0.367697278155196
ITGA10,0.506518422716412
ITGA11,0.0959153840692947
ITGA2,0.466213493156302
ITGA2B,0.556021272867257
ITGA3,0.784449087148434
ITGA4,0.496352722913534
ITGA5,0.222597615900984
ITGA6,0.415220988907899
ITGA6-AS1,0.274491092018873
ITGA7,0.758422634276135
ITGA8,0.990708260175758
ITGA9,0.551776864286639
ITGA9-AS1,0.520968878643609
ITGAD,0.131845101170227
ITGAE,0.135288920277525
ITGAL,0.516140667963343
ITGAM,0.763773311879347
ITGAV,0.580997207600675
ITGAX,0.0122602184891349
ITGB1,0.293916711392623
ITGB1BP1,0.483231118277691
ITGB1BP2,0.630359289162525
ITGB2,0.991517148053498
ITGB2-AS1,0.393696383090278
ITGB3,0.0908874622187246
ITGB3BP,0.0251501316699413
ITGB4,0.468024649025039
ITGB5,0.999834802479171
ITGB6,0.407477571397835
ITGB7,0.196060593069272
ITGB8,0.722848236516269
ITGBL1,0.115057579013642
ITIH1,0.746065783783243
ITIH2,0.748876810868722
ITIH3,0.917948276121872
ITIH4,0.887999719428561
ITIH4-AS1,0.871266056902455
ITIH5,0.623701528611369
ITIH6,0.178823811023763
ITK,0.0981124442778743
ITLN1,0.226965504100893
ITLN2,0.620370516133668
ITM2A,0.624246362519415
ITM2B,0.405138402765699
ITM2C,0.495394470781227
ITPA,0.72500872868664
