"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GSE7568_CTRL_VS_24H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN","GSE7568_CTRL_VS_24H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN",178,0.295212517783771,1.8225477108543,5.41615271953258e-05,0.0249881591378435,0.0222243663745031,7678,"tags=65%, list=47%, signal=35%","LDLRAD4/NEUROG3/SET/MTUS2/GPR176/ZCCHC24/DCLK1/SGPP2/RUSC2/EMID1/DAB1/HCN1/CDH22/NDUFV3/CUX2/DAW1/CARD10/HSBP1L1/NLGN1/SCRT2/TNNI1/JPH3/CAV3/PROZ/TMEM175/ALOX12B/IL10/SLC7A7/ATXN7L2/CPPED1/AMH/TFF3/CRB3/CREB3L3/PON1/PITX1/HSPA12B/BMP7/FOXF2/SLC12A3/SSC5D/COL19A1/USP2/CCR8/SIGLEC7/KLK5/SH3RF1/TFCP2L1/IGSF9/XCL1/CAMKV/SPTB/TMEM171/RASSF7/EXOC5/ANGPTL2/GATM/MS4A18/CSDC2/TCF15/MORN4/OC90/TRPV4/NDUFA4L2/SEMA4A/GPR35/CDKL1/SLC2A12/NF1/PIK3R6/SPATA9/LHFPL4/RCE1/RGS17/HNRNPC/CFI/PLAG1/MC2R/XRCC2/AP2M1/JUND/MYCN/NOTCH3/OC90/OR51B2/MYL4/MOB3B/NRGN/GAL3ST1/FSTL3/CLEC3B/ENTHD1/S100A8/CLSTN3/ZMYND15/RHCG/UPK3B/AQP7/PLEKHA7/FAM83E/CYP2U1/B4GALT2/SLC6A18/CRYBB2/TNFRSF14/KLRG2/CLIC6/NKX6-1/PAX7/NRIP2/CHAC1/DOCK3/AKR1B15/ITGB7/TNFRSF4/ZNF462/PSMD14"
"GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_UP","GSE23502_BM_VS_COLON_TUMOR_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_UP",176,0.297100163540521,1.82873478291021,6.93762578782546e-05,0.0293403757276785,0.0260952099808733,5504,"tags=49%, list=34%, signal=33%","CSMD1/NAALADL2/NTM/CNTN3/SLIT2/SEC14L5/IRS1/VEGFC/THBS2/GCNT3/MYOCD/DBX1/FRMD5/SARM1/GJD2/KRT4/FAT3/ADAM28/KCNU1/NLGN1/RHO/KCNC2/KRT79/IAPP/CEP112/SFMBT2/BAALC/PTPN22/MNX1/HNF1B/UROC1/ZNF841/CLRN3/PLA2G4D/TPRG1/PLA2G6/SLC15A5/FBXL7/SOX1/PCDH15/DDO/DRGX/SCGB3A1/VANGL2/ARPP21/C11orf87/SLC18A1/FOXF1/CPEB1/TSPAN8/DDAH1/EXOC3L2/FGF14/KL/TLE4/NUP155/SLC38A4/AVPR1A/SH3GL3/CDHR4/HOGA1/ANG/GALNT3/LINGO3/UNC79/PSMF1/PRRG4/TRHDE/GPR62/MKRN3/SLC29A4/CRHR1/CER1/ABCA6/VWC2/KCND2/CD28/REG4/HIF1A/DMC1/SUCO/MOXD1/CLMN/GRIA2/FSTL5/SPOCK1"
"GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_DN","GSE9509_10MIN_VS_30MIN_LPS_STIM_IL10_KO_MACROPHAGE_DN",163,0.298589126181332,1.82275820368857,8.96811073833323e-05,0.0350101246131086,0.0311378614137432,7029,"tags=60%, list=43%, signal=35%","STK32B/PSD3/FHIT/SNX29/CREBBP/CAMK1D/POU2AF1/MTSS1/KCNN3/KIAA1671/F2RL3/ZNF423/TCF3/INO80C/IQSEC1/PAX5/TNRC6C/CMTM7/PDE10A/NKX6-3/ABLIM1/PPP1R18/TFIP11/MYLK/USP34/HPS4/SLC9A9/PPFIA4/ZNF75A/COL5A1/WFS1/DTX1/MLXIP/GRK5/ARPP21/ZHX2/LHPP/MT1X/SHANK3/OR6A2/LEF1/NRN1/ACSS1/ZFP36L1/APCDD1/AK1/GRIK5/SESN3/ERG/CD27/NCLN/MYOM2/GADD45A/TAPT1/KANK2/TMPRSS2/RAG1/ID3/UPB1/FAM53B/GET4/RAG2/EMP2/GPR39/KCNA3/PRKCH/CLIP3/AKAP12/PLCG1/HSDL1/TCP11L2/CDK9/CHD7/FOXO1/TTC7A/MTG2/NAV1/DBN1/LAPTM5/CSH1/STAG3/ELMOD1/NRIP1/EDEM1/DSEL/SYNE3/ABTB1/HMCES/ISG20/SOD2/NOTCH4/CD19/CD79B/SNX25/CSGALNACT1/TCL1B/CDCA7L/GFOD1"
"GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP","GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP",135,0.319334514918469,1.90243590403185,0.000107729917251396,0.0364486220033892,0.032417255099929,5760,"tags=54%, list=35%, signal=35%","FOXP1/SYNE1/SNX29/IL27RA/ARHGAP15/SSBP2/NSG2/ZXDC/RAPGEF4/ST6GAL1/FOXJ2/TECPR1/PHF21A/HDAC7/SIDT1/L3MBTL3/NLRC5/IQSEC1/TNRC6C/PPM1H/RASGRP1/SPRED2/CEP68/TIMP2/ADCY7/CRIM1/TCF20/ADAMTS6/TET1/CD55/LRRC23/PNPLA7/TGFBR3/RPL19/RAB3IP/MFHAS1/IKBKE/RNF167/TRAT1/ZHX2/KBTBD11/TANC1/DPP4/GRK1/LEF1/LRP6/MPPE1/PLEKHA1/SCML4/ELOVL7/USP24/HDAC4/TTC3/ASH1L/MBD5/FAM168A/LDHB/PUS3/SLC43A2/INPP4B/PDK1/SELE/FBXO32/AFP/TCP11L2/MYC/FOXO1/FNTB/DAPL1/TNFSF8/SLC12A7/THUMPD2/ITGAE"
"GSE22432_CDC_VS_COMMON_DC_PROGENITOR_UP","GSE22432_CDC_VS_COMMON_DC_PROGENITOR_UP",170,0.297598788089102,1.82248766893923,0.000106601865652085,0.0364486220033892,0.032417255099929,3040,"tags=33%, list=19%, signal=27%","PSD3/SYNE1/COL23A1/SNX29/CAMK1D/POU2AF1/CDC42EP3/TNK2/CYTH4/EMID1/ARHGAP18/ARHGAP15/MGST2/KIDINS220/MBNL1/KLHL14/KLHL6/INPP5D/INSR/SH3PXD2A/RTN4/RIN3/BIRC3/NEDD9/RELL1/MXD4/SP4/LSP1/MTMR6/TBC1D9/TSHZ1/ZNF821/FAM107B/COTL1/TBXA2R/CNST/CIITA/RAB39A/ALDH2/TBC1D14/SMG1/ARHGAP25/TFEB/CDH17/CNKSR3/ANTXR2/RCSD1/KCNAB2/BLNK/SMPDL3A/GNA15/UBLCP1/CPNE5/LGMN/SSBP3/NRM/MGST1"
"GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP",149,0.302411646236847,1.82229234363849,0.000119032666996162,0.0367567542827828,0.0326913066869739,4632,"tags=43%, list=28%, signal=31%","IQGAP2/ITGA9/TENM4/CREBBP/CLNK/STRBP/PADI2/ANKRD44/NRP1/CDK14/MBOAT1/KIDINS220/ST6GAL1/PRR5/DEPDC5/KLHL6/IFNGR1/CSF3R/RYR2/SLC2A3/CCDC102A/PLAUR/HIVEP2/DUSP10/RASGRP1/BTLA/THRB/VAMP5/SAMHD1/TRERF1/ABLIM1/TNRC6B/P2RY14/MCTP2/CDH17/RNF145/MFSD8/CRIP1/CRIP1/TLN1/SLC8A1/RNF167/MEIS3/SPIRE1/SNX8/LGMN/PRKD2/DPP4/TNFRSF21/ITSN2/SPNS3/FCRL5/DNMBP/SLC28A2/MAST4/MMP9/LCP2/KIF21B/RHOH/HDAC10/MAPK11/DDX17/SLC35A5/MKI67/AP1S3"
"GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP","GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_UP",179,0.288452176127042,1.78058361265619,0.000128101558114849,0.0367567542827828,0.0326913066869739,4283,"tags=40%, list=26%, signal=30%","HDAC9/BUB1B/RAB31/CCSER1/RBM47/ELMO1/WDR86/CDC42EP3/ALDH16A1/CD72/RBPJ/SLC4A8/EEPD1/NCF4/TUSC1/CHD9/SASH1/RAP1GAP2/CDC14A/BIRC3/CACNA1S/NLRP3/NDC80/TIAM1/CCNE2/ITGB2/UBE2G2/CERS6/SLC6A12/RASGRP3/CENPH/ITPR1/EPS8/PPFIA4/PRKCB/ARHGEF2/TMPO/SLC29A1/LRP1/ZNF703/NEDD4/RUFY1/TJP3/PSRC1/APP/RRAS/LGMN/MAP4K5/OAS2/IFT140/HERPUD1/TNFRSF13B/AURKB/OMA1/EIF4E3/KIF20B/LYST/METRNL/CADM3/ACER3/GATM/RAD51D/TBC1D16/AKT1/CDYL2/GAB2/NSMAF/NRROS/GCNT2/CD81/MAPK11"
"GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN","GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN",182,0.286032206593508,1.76974158948105,0.000130368783663072,0.0367567542827828,0.0326913066869739,3118,"tags=34%, list=19%, signal=28%","TLE1/FOXP1/LPP/ARHGAP21/NR4A1/NAV2/SGK1/SSBP2/CRK/KCNN4/F2RL3/NSG2/G0S2/ARL4C/NDRG3/TTC39B/SLC7A5/CRTAM/GGT5/ADK/KRT25/SMAD4/TAF1C/ACVRL1/MYB/TULP3/NDRG1/TBXA2R/CD9/SFMBT2/RGCC/RPL30/SPTAN1/MYH9/PAFAH2/RBM38/FOS/SPICE1/NOLC1/NACC2/IGF1R/CNN3/KIF23/FAS/ABCC5/KCNAB2/EIF4ENIF1/CRIP1/CRIP1/ST3GAL1/SLC25A4/GABRR2/RAB3IP/MFHAS1/GCOM1/DGKA/GART/PRKD2/PDGFRB/RPL22/ABCG2/SCG5"
"GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN","GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN",159,0.295732045671728,1.79883475842317,0.000143972156180359,0.0384557206639643,0.0342023604266692,5053,"tags=46%, list=31%, signal=32%","LDLRAD4/MAML2/FOXP1/APBA2/ZBTB20/PIK3IP1/TNIK/TMEM196/KALRN/SAE1/MYCBP2/SSH2/ASGR2/ABCC2/ATXN7L1/GLCCI1/MYB/KLHDC3/CEP68/PTPRS/CERS6/PIWIL1/AGO2/ABLIM1/CNST/HTR6/SPTBN1/LRRC8D/SMG1/MLLT3/USP34/TSHZ2/EP400/RASA2/SERTAD2/TAOK1/GOLGA7B/VRK3/SFI1/GOLGA7B/DENND5A/PPP3CC/DTX1/MEOX1/AK5/NOG/LGMN/ZDHHC21/MDN1/TET3/PDE3B/LEF1/GRIK5/SESN3/FRMPD1/TTN/C16orf87/CD27/ASH1L/TXK/MTUS1/IPCEF1/MACF1/PGAP1/CCDC110/IKZF2/ACTN1/PKMYT1/F5/PDK1/KRT1/CD7/KLF7"
"GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP","GSE29615_CTRL_VS_DAY7_LAIV_FLU_VACCINE_PBMC_UP",145,0.300987396615259,1.80679613086403,0.000209722073861239,0.0413786841009692,0.0368020321337736,4587,"tags=44%, list=28%, signal=32%","COL22A1/CHDH/MADCAM1/ANO1/IL5RA/ACOT12/NCF4/TMEM186/LIMK2/KATNAL1/MMP25/TYRP1/HGF/GUCA1A/COLEC12/KDM4B/LMCD1/ETNK2/NKX2-5/BPI/EPHA8/ANKRD22/MGAM/RBMS3/AVP/TOP2A/ADRA2A/MLF2/KCNS3/BASP1/NEIL3/NAV3/CACNB1/RGS18/PLG/SYT6/HEY1/ALLC/TNFRSF17/DDN/KCNJ5/GRM2/GFER/HAS1/TFCP2L1/ATP10B/ERI2/ZNF598/DNAH17-AS1/OR2K2/SLC8A2/ZNF835/OR6A2/SV2B/CNIH3/CORIN/PLCH2/MMP9/TBC1D8/LRRK1/MMP8/MORN5/PIK3R6/MICALL2"
"GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP","GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_UP",170,0.291111515535782,1.78275977115649,0.00019385137511194,0.0413786841009692,0.0368020321337736,5343,"tags=48%, list=33%, signal=33%","FBXW4/MCF2L/ZNF224/GZMM/ZBTB20/NCK2/SH3YL1/TNIK/CBLB/BCL11B/NR3C2/PRR5/LBH/UBASH3A/PRKCA/BIN1/FLT3LG/SIDT1/NELL2/BACH2/IL32/PRKCQ/ZNF331/RNASEH1/ITK/PRMT1/BCL2/PKIA/RORA/ITPR3/ABLIM1/TNRC6B/INSL3/MLLT3/PDE4D/DGKA/GAMT/TRAT1/PLEKHB1/ITM2C/MPRIP/DPP4/SYNE2/LEF1/SNPH/GPR171/SEL1L3/TMEM204/PLEKHA1/S1PR1/PILRB/CD247/CD27/ZNF136/TLE2/KIF21B/TXK/GNB5/LPIN1/LIG1/HSD17B8/AQP3/ZNF76/LIME1/FBLN5/PIK3R1/TMEM14A/DEFA4/ADPRM/INPP4B/TPD52/ITGA6/IPP/CD7/HKDC1/ALDOC/ENO2/CD28/PRKCH/PLCG1/PVRIG/CHD7"
