"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON","NIKOLSKY_BREAST_CANCER_1Q21_AMPLICON",35,-0.492888680271286,-3.72487645814682,9.80577914326607e-09,4.49496915927316e-05,3.95534165021006e-05,7675,"tags=97%, list=47%, signal=52%","RUSC1/CELF3/HCN3/PKLR/EFNA1/SLC50A1/DPM3/TDRKH/KRTCAP2/TRIM46/MUC1/PMVK/PBXIP1/PYGO2/SHC1/THEM4/ADAM15/EFNA4/EFNA3/EFNA3/DCST2/LENEP/ZBTB7B/FDPS/LINGO4/RORC/THEM5/CKS1B/FLAD1/MTX1/SCAMP3/CLK2/MRPL9/OAZ3/DCST1"
"MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3","MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3",328,0.286651599422917,1.85792551567715,1.06440159066738e-07,0.000243960844580965,0.000214672994496706,5528,"tags=48%, list=34%, signal=33%","GABRG3/IGFBPL1/IGSF21/RGS6/PPP2R2C/RBFOX3/DSCAM/TMEM163/PTGER3/SHISA6/SGPP2/GABBR2/RERG/CELSR1/DLGAP2/KCNS2/DMRT2/RAB11FIP4/ADRA2C/KCNH8/DPP10/COL13A1/PRMT8/PTPRT/PRR16/CASZ1/PTPRN2/PTH2/FGF8/RYR2/ANKRD63/FOXQ1/DLX5/FIBCD1/HCN2/LAMA1/RAP1GAP2/HCN1/DSCAML1/GATA2/DBX1/COLEC12/PGBD5/RSPO1/VWA2/ABCG1/ATP2B2/GJD2/ALK/RTN4R/TBX1/OCLN/LAD1/ADAMTS2/SNTG1/NFATC2/CITED4/JPH3/SLC6A17/TBX3/CLSTN2/HS3ST6/KCNS3/LHX6/ONECUT3/RALYL/WNT1/KCNH1/EGFLAM/GPR27/NPAS1/KCNK12/SEMA7A/SLC12A5/SRCIN1/DOK4/FOXC2/GALNT13/PITX1/LY6H/SMOC2/DNAH11/STAC2/RASGEF1C/FOXF2/CPNE5/SORCS3/ZNF536/COBL/AGPAT2/ACAN/PROK2/NOG/IQSEC3/MAFA/SFRP1/PAPPA/XKR4/CDH8/SCN5A/FOXF1/CPEB1/CADPS/EVA1A/KCTD8/FAM163B/B3GNT7/WNT9B/POU4F3/FAM89A/EIF4E3/DOCK8/TMEM132E/CADM3/ECEL1/LMX1A/KCNA1/AHR/GBX1/AMIGO2/PARD6B/TCF15/SLC30A10/GATA6/FGF3/FOXG1/RAB11FIP1/SYT14/RET/KCNQ2/MYRIP/SCUBE3/TESC/SOWAHB/VAT1L/SLC30A3/KCNC4/GALNT14/FFAR4/CRTAC1/ELAVL3/KIRREL2/PAQR9/KCNA3/PLD5/HOXD1/GNAS/FLT3/LEMD1/KCNG3/MMP24/HRH3/CLCF1/ZNF296/CHRNA4/DACT2/GSX1/SLC9A2"
"HOELZEL_NF1_TARGETS_UP","HOELZEL_NF1_TARGETS_UP",116,0.38343205675061,2.23675568329009,2.99852755331735e-07,0.000458175010146891,0.00040317044155481,5594,"tags=59%, list=34%, signal=39%","MAML2/RAB31/NRG1/HBE1/ANK2/SPATS2L/DCLK1/GRIK2/TNIK/CEBPB/HS3ST3B1/KCNH8/HSPA4L/ATXN1/THSD4/HGF/PDLIM5/PDGFA/PLK2/EDN3/ACVRL1/CPVL/STAMBPL1/SCN9A/NRXN1/CLSTN2/GAP43/NACC2/EPS8/FAS/HEY1/RAB3C/LURAP1L/HS6ST3/GAD1/CHRM3/SCG2/PAPPA/KISS1R/ITGA2/SLC18A1/CPEB1/ZDHHC2/NAP1L1/FAM89A/SEL1L3/SESN3/TSPAN18/MGAT4C/S100A2/TRIM44/GSAP/SYT14/PAG1/SERPINE1/PLEKHA5/ARHGAP26/FAM114A1/ENDOD1/GDF15/TMEM74/DRAM1/STEAP3/GNAS/LIMS1/FSTL5/NAV1/NRCAM/HSPB8"
"MCCLUNG_COCAINE_REWARD_5D","MCCLUNG_COCAINE_REWARD_5D",67,0.439315485877442,2.35667846395892,5.40240955308553e-07,0.000619116134783602,0.000544790352826941,5788,"tags=69%, list=35%, signal=44%","LENG8/CCK/CACNA2D3/FBXW7/SMARCA2/GRIA1/NELL2/ADORA1/BTRC/SEC14L1/GRIA4/STXBP1/TOP2A/ITFG1/BAIAP2/CELF2/HPS4/KIF23/ZNRF1/ELN/TUBB4A/ST6GALNAC5/TMEM50B/GAD1/CD4/PER2/KLF13/ZFP64/SH3GL3/KRT16/ADORA2A/PTPN5/GADD45A/POU2F1/PDE4B/PALM/FMNL1/DLG4/VAMP2/ACTN1/HSPA5/KCND2/CORO2B/MTMR9/CAMK2A/NRGN"
"REACTOME_NEURONAL_SYSTEM","REACTOME_NEURONAL_SYSTEM",371,0.270400917603522,1.76887504160371,9.66872335188647e-07,0.000886428556900951,0.000780011534409031,6408,"tags=52%, list=39%, signal=32%","RPS6KA2/NRXN3/GABRG3/PRKAR1B/KCNQ1/PTPRD/GNG7/ERBB4/KCNMB2/ADCY2/APBA2/PLCB2/DLGAP1/MAPK1/NRG1/PRKACA/SYT1/CHRND/PRKAG2/LRRTM4/SLC17A7/NBEA/GABBR2/ABCC9/GRIK2/DLGAP2/KCNS2/CAMKK1/KCNAB1/LRRC7/KCNMA1/CACNB2/CHRNA9/KCNN4/KCNH8/RTN3/KCNN3/GNG13/CACNA2D3/CHRNG/PPFIBP2/CACNA1B/ADCY9/LRRTM3/HCN2/GRIA1/PRKCA/HCN1/KCNK13/PDLIM5/KCNG4/SYT7/GLRA3/SNAP25/KCNQ5/GJD2/GRIA4/KCNJ12/STXBP1/DLGAP3/NLGN1/SHANK2/PTPRS/ADCY7/RASGRF2/KCNC2/PANX2/KCNG2/GABRB3/SLC6A12/CACNG3/SLC6A13/KCNA6/DLG2/GNAL/NRXN1/CAMK2D/PPFIA1/ALDH2/KCNS3/ABCC8/KCNS1/CACNB4/GRIP1/SYN3/KCNH1/KCNB1/CACNB1/PPFIA4/PLCB1/KCNAB2/PRKCB/TUBB4A/KCNK10/LRRC4B/GNAI3/CACNG8/GABRR2/CHRNA7/GNG12/KCNJ5/KCNJ10/GAD1/KCNK18/GRIN3B/SYT9/FLOT1/KCNJ6/KCNB2/SLC18A2/SLC1A3/ADCY5/UNC13B/CACNA1A/KCNF1/ADCY8/TUBA8/GNG11/SLITRK5/HRAS/GRIK5/ACHE/KCNN1/DBNL/KCNA1/CHRNE/KCNH5/FLOT2/KCNJ9/ADCY1/SLITRK6/PRKAG1/CHRNA2/STX1A/GNB5/GABRA6/KCNQ2/KCNQ3/KCNA5/GLUL/KCNC4/TUBAL3/DLG4/VAMP2/LRFN4/KCNA2/DLGAP4/LRRTM1/EPB41L5/TUBA3C/KRAS/KCND2/SLC6A11/KCNA3/ARHGEF7/GRIK4/NTRK3/SRC/AP2M1/LIN7A/KCNG3/KCNJ8/GRIA2/EPB41L1/GRIN2A/CHRNA4/KCNK2/HOMER1/SLC6A1/CAMK2A/ABAT/KCNMB4/GIT1/NRGN/KCNA7/RIMS1/GABRB1/GNGT2/HOMER2/GLS2/KCNG1/KCNJ4/PANX1/KIF17/KCNC3/GLRB/CAMK2B/GABRG2/PICK1/AKAP5/EPB41L3/KCNV1/GAD2/ACTN2"
"MARTINEZ_RESPONSE_TO_TRABECTEDIN","MARTINEZ_RESPONSE_TO_TRABECTEDIN",43,0.495195718475256,2.44273093304216,1.73946404698925e-06,0.00098181733340137,0.000863948751169756,1909,"tags=47%, list=12%, signal=41%","DOCK1/PTPRG/PTPRK/LPP/NCOR2/SORL1/FTO/ZFHX3/IRS1/SMAD3/COMMD1/PCCA/ADK/TIAM1/SRPK2/DDX10/AP3B1/ITPR1/ALCAM/MLLT3"
"WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS","WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS",145,0.338494608835429,2.03778074826963,2.15180578371936e-06,0.00098181733340137,0.000863948751169756,3437,"tags=40%, list=21%, signal=32%","YWHAE/PRKCE/PRKAR1B/RGS6/GNG7/PRKD1/ADCY2/RYR3/RGS20/PRKACA/ATP1A4/ATP2A3/GNG13/CACNA1B/RYR2/ADCY9/STIM2/PRKCA/CHRM2/CACNA1S/PRKCZ/CASQ1/ATP2B2/GJD2/PRKCQ/ADCY7/PKIA/ITPR3/RGS11/CAMK2D/ADRA1A/ITPR1/GJA4/GJB3/GNA11/KCNB1/GNAO1/ADRA1B/CACNB1/PRKCB/RGS18/GNAI3/GJB4/SLC8A1/GNG12/KCNJ5/PKIB/GRK5/FKBP1A/CHRM3/GJA8/GJB5/ADCY5/ATP2A2/CACNA1A/ADCY8/YWHAQ/GNG11"
"FOROUTAN_PRODRANK_TGFB_EMT_UP","FOROUTAN_PRODRANK_TGFB_EMT_UP",173,0.326370190950203,2.00824721037172,2.04647488999752e-06,0.00098181733340137,0.000863948751169756,5266,"tags=51%, list=32%, signal=35%","TNS1/PTPRK/MBOAT2/COL4A1/WNT5B/CDK14/KCNMA1/CHRNA9/FHOD3/GREM1/APBB2/DLC1/VEGFC/MMP1/NREP/GRB10/LBH/MICAL2/PRR5L/GADD45B/NRIP3/MMP10/PDGFA/RFTN1/CHST11/NEDD9/PLAUR/LMCD1/RUNX2/LAMC2/TGM2/DUSP10/MYO10/TIMP2/TMCC1/ADAMTS6/TBX3/SLN/FOXD1/XYLT1/JAG1/MFAP2/SRRD/PID1/ABCA1/SKIL/COL5A1/JARID2/PEA15/ADAM12/TPST2/MAF/COL1A1/ARFGAP1/SLCO2A1/EML1/BMP2/SCG5/ARHGEF40/BMP1/ELK3/GNG11/EPHB2/TFPI2/NKX3-1/PTPN21/BMPR2/AMIGO2/DOCK4/MMP9/ACKR3/ZNF365/SERPINE1/TPM4/SLC26A2/MMP2/GFPT2/SACS/FAM114A1/KDELR3/ACTN1/INPP4B/MYL9/SEMA3C/KLF7/PDGFC/ANGPTL4/HMGA2/PMEPA1"
"FOROUTAN_TGFB_EMT_UP","FOROUTAN_TGFB_EMT_UP",180,0.318079329382926,1.96870072976075,1.65136955838125e-06,0.00098181733340137,0.000863948751169756,5266,"tags=50%, list=32%, signal=34%","TNS1/PTPRK/MBOAT2/COL4A1/WNT5B/CDK14/KCNMA1/CHRNA9/HS3ST3B1/FHOD3/GREM1/APBB2/DLC1/VEGFC/MMP1/NREP/GRB10/LBH/MICAL2/PRR5L/GADD45B/NRIP3/MMP10/PDGFA/RFTN1/CHST11/NEDD9/PLAUR/LMCD1/RUNX2/LAMC2/TGM2/DUSP10/MYO10/TIMP2/TMCC1/ADAMTS6/TBX3/SLN/FOXD1/XYLT1/JAG1/MFAP2/SRRD/PID1/ABCA1/SKIL/COL5A1/JARID2/PEA15/ADAM12/TPST2/MAF/COL1A1/ARFGAP1/SLCO2A1/EML1/BMP2/SCG2/SCG5/ARHGEF40/BMP1/ELK3/GNG11/EPHB2/TFPI2/NKX3-1/PTPN21/BMPR2/AMIGO2/DOCK4/MMP9/ACKR3/ZNF365/SERPINE1/TPM4/SLC26A2/MMP2/GFPT2/SACS/FAM114A1/KDELR3/ACTN1/INPP4B/MYL9/SEMA3C/KLF7/PDGFC/ANGPTL4/HMGA2/PMEPA1"
"DELYS_THYROID_CANCER_DN","DELYS_THYROID_CANCER_DN",209,0.305787448699402,1.91752292712234,2.35601890650416e-06,0.00098181733340137,0.000863948751169756,3534,"tags=37%, list=22%, signal=29%","DPP6/IQGAP2/TLE1/LRP1B/WWOX/ALDH1B1/SYNE1/ESRRG/ELMO1/SORBS2/CXCL12/MEIS2/PLCH1/GFRA2/SEMA3D/STARD13/FCGBP/RERGL/KCNAB1/IRS1/HBG2/ARHGEF28/LIMK2/RYR2/SALL2/TEK/FOSB/EDN3/FLRT2/TPO/PRKCQ/RPS6KA5/PDE10A/BCL2/SGCD/PCLO/NCAM1/DLG2/PTN/LRP2/P2RY14/ALDH2/LDB2/SPTBN1/ITPR1/FOS/ASGR1/MDM1/PHYH/LIPG/CTH/MT1G/MT1H/FOXJ1/MATN2/FGFR2/MT1F/ZFP36L2/HLF/TGFBR3/NEB/FABP5/WFS1/ALDH1A1/FAAH/GLDC/EML1/SFRP1/BMP2/MT1X/LAMA2/CSRP2/GNG11/GDF10/NRN1/CPNE3/AOX1"
